title,url,publishedDate,updatedDate,imageUrl
"What is standalone component in Angular?","https://medium.com/knowledge-pills/what-is-standalone-component-in-angular-8cf42f8e6a85","2022-12-23","2023-08-03","https://miro.medium.com/v2/resize:fit:640/8e14c4381c6099d3ecf0f402666d596f5a6456be8a58343bf4d85acc567ba803"
"Explore Serilog and AutoWrapper to handle errors in a .NET Core 7 Web API","https://medium.com/scrum-and-coke/error-handling-with-serilog-and-autowrapper-in-net-core-7-webapi-46d2f8e873f9","2022-12-23","2023-03-17","https://miro.medium.com/v2/resize:fit:640/1*X5MviLDAw_ertlQ7zO4Hrg.png"
"What is JWT?","https://medium.com/knowledge-pills/what-is-json-web-token-jwt-c7d2ef885039","2022-12-20","2023-03-21","https://miro.medium.com/v2/resize:fit:640/1*SJH0qIORz7awdSaROgZyDA.png"
"Secure Angular 15 with Code Flow PKCE and Duende IdentityServer using angular-oauth2-oidc library","https://medium.com/scrum-and-coke/angular-external-login-using-duende-identityserver-3f4b9b856622","2022-12-20","2023-02-28","https://miro.medium.com/v2/resize:fit:640/1*6_EH8a1agvRS7X_Y1HxYzQ.png"
"What is the developer console in Chrome?","https://medium.com/knowledge-pills/what-is-the-developer-console-in-chrome-91749dfc5946","2022-12-19","2022-12-19","https://miro.medium.com/v2/resize:fit:640/253d1ac7271c0a7cc8f41cd8f9de7fb7148297ef9c17b11e085fd6559557c22b"
"What is startup.cs file in ASP.NET Core?","https://medium.com/knowledge-pills/what-is-startup-cs-in-asp-net-core-68f118c5e982","2022-12-19","2024-02-20","https://miro.medium.com/v2/resize:fit:640/0*57XghOMFYriX8WQX"
"What is Program.cs file in ASP.Net Core project?","https://medium.com/knowledge-pills/what-is-program-cs-file-in-asp-net-core-project-14e0814ad872","2022-12-19","2023-02-15","https://miro.medium.com/v2/resize:fit:640/bed282702cab068e73fed54f4f2476879d8beed14768d4a3cb7cf4d5e0cabebe"
"How to git clone an angular app on GitHub and run on localhost","https://medium.com/knowledge-pills/how-to-git-clone-an-angular-app-on-github-and-run-on-localhost-2f07ad5e611d","2022-12-18","2024-01-17","https://miro.medium.com/v2/resize:fit:640/0*GDv-nGio7QTqpqR2"
"How to use ngif in Angular","https://medium.com/knowledge-pills/how-to-use-ngif-in-angular-3d8be59aef03","2022-12-17","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*lqeycIWloBTM8JU-"
"Lifetime of a service that is registered as a dependency in ASP.NET Core","https://medium.com/knowledge-pills/lifetime-of-a-service-that-is-registered-as-a-dependency-in-asp-net-core-c3338ab9e524","2022-12-16","2022-12-16","https://miro.medium.com/v2/resize:fit:640/8e14c4381c6099d3ecf0f402666d596f5a6456be8a58343bf4d85acc567ba803"
"What is appsettings.json in .NET Core for?","https://medium.com/knowledge-pills/what-is-appsettings-json-in-net-core-for-b416b920f3b0","2022-12-16","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*rHbRq7lqucOb5ZT8"
"How to async pipe in Angular","https://medium.com/knowledge-pills/how-to-async-pipe-in-angular-b71f2dcfaf47","2022-12-16","2022-12-16","https://miro.medium.com/v2/resize:fit:640/253d1ac7271c0a7cc8f41cd8f9de7fb7148297ef9c17b11e085fd6559557c22b"
"How to remove a property from a JSON object?","https://medium.com/knowledge-pills/how-do-i-remove-a-property-from-a-json-object-fd7ec14d37bd","2022-12-16","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*_ZlCZv2GxxG2H5Gx"
"How to check whether a string contains a substring in TypeScript?","https://medium.com/knowledge-pills/how-to-check-whether-a-string-contains-a-substring-in-typescript-664d2f09e972","2022-12-15","2022-12-20","https://miro.medium.com/v2/resize:fit:640/56439e068a17200d733d148d8933d55501ac9dcc329a6f86272aeffc8ceb50a8"
"How do I undo the most recent commits in Git","https://medium.com/knowledge-pills/how-do-i-undo-the-most-recent-commits-in-git-65beace3dd32","2022-12-15","2022-12-22","https://miro.medium.com/v2/resize:fit:640/bed282702cab068e73fed54f4f2476879d8beed14768d4a3cb7cf4d5e0cabebe"
"How to publish blogs on Medium","https://medium.com/start-a-developer-blog/how-to-publish-blogs-on-medium-7dfc87a5e91e","2022-12-15","2022-12-19","https://miro.medium.com/v2/resize:fit:640/a8ce0cea4b9fef8a54ce3f0bb96f7de702490ca0eded890b5bee29316727e477"
"What is dependency injection in Angular?","https://medium.com/knowledge-pills/what-is-dependency-injection-in-angular-ffd5409abec7","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/56439e068a17200d733d148d8933d55501ac9dcc329a6f86272aeffc8ceb50a8"
"What is Eager and Lazy loading in Angular?","https://medium.com/knowledge-pills/what-is-eager-and-lazy-loading-in-angular-70db58f128a4","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/ab32eb8461142e4884d537415df41ea7072e7447c63d9235e135dc2b6dfb3a94"
"What are Template and Reactive forms in Angular?","https://medium.com/knowledge-pills/what-are-template-and-reactive-forms-in-angular-68cd285b38d5","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/0ab714002e199418d55d87487144d5e179db39b122aab2b2d49f24985a2e3268"
"What are Services in Angular?","https://medium.com/knowledge-pills/what-are-services-in-angular-9638b9cf56f3","2022-12-15","2023-08-04","https://miro.medium.com/v2/resize:fit:640/110c09ba4444e338d29ed74adb04b0bf053357845c57c64219ba0655d653a4cd"
"How to call REST API in Angular?","https://medium.com/knowledge-pills/how-to-call-rest-api-in-angular-7622955bf0a9","2022-12-15","2024-01-17","https://miro.medium.com/v2/resize:fit:640/0*22vsDIJlp8CLcUIx"
"What are Directives in Angular?","https://medium.com/knowledge-pills/what-are-directives-in-angular-9fd3cdf904c","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/319daec016b12da748373d51bd9d27c727580bba9947096fe89b8e2efb8e03a6"
"What are Promises and Observables in Angular?","https://medium.com/knowledge-pills/what-are-promises-and-observables-in-angular-1e7f10e5a092","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/8e14c4381c6099d3ecf0f402666d596f5a6456be8a58343bf4d85acc567ba803"
"How to use ngFor in Angular","https://medium.com/knowledge-pills/how-to-use-ngfor-in-angular-1fc018e1fd84","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/86f133e4424c43290199ce3727b65dccd9b29f2f1e6c8257a6abb6d021f45020"
"How to catch HTTP status code in Angular","https://medium.com/@fuji-nguyen/how-to-catch-http-status-code-in-angular-4243a5881e76","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/0*X_MSfOUFsFcoCQOp"
"What is Angular HTTP interceptor?","https://medium.com/knowledge-pills/what-is-angular-http-interceptor-e4b01954904d","2022-12-15","2022-12-15","https://miro.medium.com/v2/resize:fit:640/a8ce0cea4b9fef8a54ce3f0bb96f7de702490ca0eded890b5bee29316727e477"
"How to hit a Pickleball reset","https://medium.com/pickleball/how-to-hit-pickleball-reset-52c904e5b509","2022-12-14","2024-02-24","https://miro.medium.com/v2/resize:fit:640/0*DCH0BPNWrLTMu1Hl"
"Pickleball joke","https://medium.com/pickleball/pickleball-joke-cfc9a54b441b","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/56439e068a17200d733d148d8933d55501ac9dcc329a6f86272aeffc8ceb50a8"
"How to practice pickleball lob","https://medium.com/pickleball/how-to-practice-pickleball-lob-117ae05ae108","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/319daec016b12da748373d51bd9d27c727580bba9947096fe89b8e2efb8e03a6"
"How to practice pickleball volley","https://medium.com/pickleball/how-to-practice-pickleball-volley-fbf5c15d6826","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/3b073f7105bcb0070d5bd9098b373c2a23f26adebfa1e78a98950176da972768"
"How to practice pickleball dink shot","https://medium.com/pickleball/how-to-practice-pickleball-dink-shot-c1527309c2d0","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/9aee695f83669503f97d9ca29d89942a49664c4fc27bb4f2faa3638390ceff5c"
"How to use GitFlow","https://medium.com/knowledge-pills/how-to-use-gitflow-1a6d634fbbef","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/3b073f7105bcb0070d5bd9098b373c2a23f26adebfa1e78a98950176da972768"
"How to implement Auth Guard in Angular","https://medium.com/knowledge-pills/how-to-implement-auth-guard-in-angular-7c2fb0dabc16","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/a8ce0cea4b9fef8a54ce3f0bb96f7de702490ca0eded890b5bee29316727e477"
"How to use Angular CLI","https://medium.com/knowledge-pills/how-to-use-angular-cli-5bd2231e0b45","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/9aee695f83669503f97d9ca29d89942a49664c4fc27bb4f2faa3638390ceff5c"
"Catch errors globally using HTTP Interceptor in Angular","https://medium.com/@fuji-nguyen/catch-errors-globally-using-http-interceptor-in-angular-7693c951653a","2022-12-14","2022-12-25","https://miro.medium.com/v2/resize:fit:640/0*x1dndjBLZkzDomEM"
"How to create Bootstrap modal dialog in Angular","https://medium.com/knowledge-pills/how-to-create-bootstrap-modal-dialog-in-angular-b8ebdab79777","2022-12-14","2022-12-14","https://miro.medium.com/v2/resize:fit:640/50814f8da5bf3f0ecc414d5eeed8d40c98aa4a8f5a133d5030317044aa59e3b2"
"Duende IdentityServer integration with Facebook, Google, Microsoft, GitHub, and Twitter","https://medium.com/scrum-and-coke/duende-identityserver-integration-with-external-providers-facebook-google-microsoft-github-and-b67bb74c5f1e","2022-11-20","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*s1-JK-A0b4tPWY9a"
"Introduction to Mickleball — a skill assessment app for Pickleball players","https://medium.com/pickleball/pickleball-skill-assessment-app-mickleball-get-started-6b0524562f1c","2022-11-11","2022-12-10","https://miro.medium.com/v2/resize:fit:640/1*vbUaaib3Frm-x2JZ_Mh6kw.png"
"Integrate Asp.Net File Upload with Bootstrap Modal and Toastr","https://medium.com/scrum-and-coke/integrate-asp-net-file-upload-with-bootstrap-modal-and-toastr-9d115efd6731","2022-10-02","2024-06-27","https://miro.medium.com/v2/resize:fit:640/0*f69YvWmXjMTmMTka"
"Secure .NET CORE 6 Web API with JWT from Duende IdentityServer","https://medium.com/scrum-and-coke/secure-net-core-6-web-api-with-jwt-from-duente-identityserver-adf3518de965","2022-06-01","2023-02-28","https://miro.medium.com/v2/resize:fit:640/0*vWd6EbzAw17sV-xm"
"New release of Web API template OnionAPI","https://medium.com/scrum-and-coke/new-release-of-web-api-template-onionapi-67627dafe2e6","2022-05-07","2022-11-23","https://miro.medium.com/v2/resize:fit:640/0*gBlNR4g5mFX3J_HP"
"I am not familiar with this error.","https://medium.com/@fuji-nguyen/i-am-not-familiar-with-this-error-a796f6ac0e78","2022-02-06","2022-02-11","https://miro.medium.com/v2/resize:fit:640/bb187a1ebc430cb35e482a9757f2d15e8c83f5f7c5fab166e9004ce841008094"
"Authenticate Asp.Net Web Form with IdentityServer4","https://medium.com/scrum-and-coke/authenticate-asp-net-web-form-with-identityserver4-6fb4f9511d9f","2021-10-31","2022-01-04","https://miro.medium.com/v2/resize:fit:640/0*WezBDrwp9KOZ2eWZ"
"Crystal Report to PDF with Angular and WebAPI","https://medium.com/scrum-and-coke/view-crystal-report-in-pdf-with-angular-and-asp-net-rest-api-1d6c72168e7c","2021-10-16","2023-04-18","https://miro.medium.com/v2/resize:fit:640/0*Cuu60oGtMrWsHj8m"
"Containerize NetCore REST API and Microsoft SQL database","https://medium.com/scrum-and-coke/containerize-netcore-rest-api-and-database-7a0d8d09943e","2021-09-19","2022-01-05","https://miro.medium.com/v2/resize:fit:640/0*uorxA5jDlkQzEfKx"
"Token Service IdentityServer4 Sign in with GitHub","https://medium.com/scrum-and-coke/token-service-identityserver4-sign-in-using-github-as-identity-provider-5cb20b228a8e","2021-09-04","2022-01-05","https://miro.medium.com/v2/resize:fit:640/0*nRxnblv1jVpEf-GG"
"ASP.NET Core REST API Template Starter Kit","https://medium.com/scrum-and-coke/asp-net-core-rest-api-starter-kit-ecf81b341b41","2021-08-31","2022-12-24","https://miro.medium.com/v2/resize:fit:640/0*GPiC-V5y0fSOpXHE"
"Blazor Server app authentication against IdentityServer4","https://medium.com/scrum-and-coke/blazor-server-app-authentication-with-identityserver4-1d1080d6f57d","2021-08-21","2022-01-05","https://miro.medium.com/v2/resize:fit:640/0*0Ywr2rpFw8jH9Bpm"
"Angular Guard for Role-Based Access Control (RBAC) Driven by JWT","https://medium.com/scrum-and-coke/angular-guard-for-role-based-access-control-rbac-based-on-jwt-e79dfdb41f2a","2021-08-17","2023-03-02","https://miro.medium.com/v2/resize:fit:640/0*qB-IyRHQPLF0tlkg"
"ASP.NET Core Token Service Starter Kit","https://medium.com/scrum-and-coke/asp-net-core-token-service-starter-kit-f63bfdc0bbde","2021-07-31","2023-02-12","https://miro.medium.com/v2/resize:fit:640/0*S0L_Q7O1DbHtx0JD"
"Angular Starter Kit for Rapid Prototype","https://medium.com/scrum-and-coke/angular-starter-kit-tutorial-199e51f734bb","2021-06-30","2022-12-24","https://miro.medium.com/v2/resize:fit:640/0*gYGa9IbiW_6LUBAC"
"Blazor Server App Authentication with Azure AD","https://medium.com/scrum-and-coke/blazor-server-app-authentication-with-azure-ad-account-43b4e5ed446f","2021-06-19","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*RkpkOXnTlmGDuGJN"
"Secure React 17 with JWT and IdentityServer4","https://medium.com/scrum-and-coke/secure-react-17-with-jwt-and-identityserver4-91c0660df8e","2021-06-16","2023-02-15","https://miro.medium.com/v2/resize:fit:640/0*xmcqagUUtyOmMBbT"
"CAT (Clients-ApiResoures-TokenService) Weekly May 30— June 5, 2021","https://medium.com/@fuji-nguyen/cat-clients-apiresoures-tokenservice-weekly-may-30-june-5-2021-c31f7d77c61a","2021-06-11","2022-01-06","https://miro.medium.com/v2/resize:fit:640/bed282702cab068e73fed54f4f2476879d8beed14768d4a3cb7cf4d5e0cabebe"
"Secure Net 5 Blazor Web Assembly with JWT and IdentityServer4 Admin UI","https://medium.com/scrum-and-coke/securing-net-5-blazor-web-assembly-with-pkce-using-identityserver4-admin-ui-499cd6149af8","2021-06-02","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*qZ-mwuEQmFBMcwkl"
"Create your First Blazor WebAssembly App in NET 5 using Visual Studio 2019","https://medium.com/scrum-and-coke/create-your-first-blazor-webassembly-app-in-net-5-using-visual-studio-2019-9d18fb8412c7","2021-05-31","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*Yy9I4caIcjqkvRl9"
"CAT (Clients-ApiResoures-TokenService) Weekly May 23 — May 29, 2021","https://medium.com/knowledge-pills/cat-clients-apiresoures-tokenservice-weekly-may-23-may-29-2021-a12d27fdff29","2021-05-27","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*gDK1kIx0vi3ixcsS"
"Secure Angular 11 with JWT and IdentityServer4 Admin UI","https://medium.com/scrum-and-coke/secure-angular-with-identityserver4-admin-ui-5dd163ff1434","2021-05-24","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*JqIMylALZ1hGCK82"
"CAT (Clients-ApiResoures-TokenService) Weekly May 16 — May 22, 2021","https://medium.com/knowledge-pills/cat-clients-apiresoures-tokenservice-weekly-may-16-may-22-2021-f0401d9f0b5c","2021-05-18","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*2XGxE37KShX8ymKJ"
"Run IdentityServer4 Admin UI local and Azure","https://medium.com/scrum-and-coke/identityserver4-admin-ui-setup-in-azure-8e051bb55d7f","2021-05-09","2022-01-06","https://miro.medium.com/v2/resize:fit:640/0*JTirf4d1fpn_chUU"
"Angular 11 Modal Form, Dialog, and Toaster with Bootstrap","https://medium.com/scrum-and-coke/angular-11-modal-form-dialog-and-toaster-with-bootstrap-74e1a36e801a","2021-03-17","2023-03-02","https://miro.medium.com/v2/resize:fit:640/0*4inQ0CbACX3h9bs7"
"Angular 11 CRUD with .Net 5 REST API Tutorial","https://medium.com/scrum-and-coke/angular-11-crud-100-000-rows-d1db21afc31c","2021-03-04","2022-01-02","https://miro.medium.com/v2/resize:fit:640/0*3o8wOv4jxMSlaYnk"
"REST API with Oracle EntityFrameworkCore 5","https://medium.com/scrum-and-coke/rest-api-with-oracle-entityframeworkcore-5-7560f4afc47b","2021-02-23","2021-12-31","https://miro.medium.com/v2/resize:fit:640/0*I6N7SaTR7sttSUM6"
"NetCore 5 Pagination 100,000+ Rows","https://medium.com/scrum-and-coke/netcore-5-0-rest-api-pagination-of-100-000-rows-891af513cf1d","2021-02-21","2021-12-31","https://miro.medium.com/v2/resize:fit:640/0*l1dmtPD6WEJgLCR7"
"Version 1.3 of Visual Studio Template OnionAPI Now Available","https://medium.com/@fuji-nguyen/version-1-3-of-visual-studio-template-onionapi-now-available-79a0a6269fcb","2021-02-20","2021-12-31","https://miro.medium.com/v2/resize:fit:640/1*UqBC2Y41HeaHBPjSwwhswA.png"
"Angular 11 Pagination of 100,000+ Rows","https://medium.com/scrum-and-coke/angular-11-pagination-of-zillion-rows-45d8533538c0","2021-02-15","2021-12-30","https://miro.medium.com/v2/resize:fit:640/0*CaCAu6Fica5u2q0y"
"Knowledge Pill — Find the currently opened file in the Visual Studio Solution Explorer","https://medium.com/knowledge-pills/knowledge-pill-find-the-currently-opened-file-in-the-visual-studio-solution-explorer-9360228f7ba1","2021-02-09","2021-12-30","https://miro.medium.com/v2/resize:fit:640/1*yh7LNxqt1IJyjUiiEohszQ.png"
"CAT architecture pattern for modern app SPA/Mobile","https://medium.com/scrum-and-coke/cat-clients-apiresources-tokenservice-pattern-for-spa-mobile-420fbf1b4619","2021-02-07","2024-01-16","https://miro.medium.com/v2/resize:fit:640/0*D6vx0oH2NsLpxzoO"
"Secure Angular 11 App with Code Flow PKCE and IdentityServer4","https://medium.com/scrum-and-coke/securing-angular-11-app-with-identityserver4-and-code-flow-pkce-5eddc68666b2","2021-01-30","2023-02-13","https://miro.medium.com/v2/resize:fit:640/0*XDGR6DKqHcbODjKC"
"IdentityServer4 Admin UI from Skoruba.IdentityServer4.Admin Template","https://medium.com/scrum-and-coke/identityserver4-admin-ui-from-skoruba-template-84bd33bb9533","2021-01-10","2021-12-26","https://miro.medium.com/v2/resize:fit:640/0*CIZ75r0b-OXl9wXS"
"NetCore REST API CRUD, Filter, Sort, Page, and Shape Data with VS Template OnionAPI","https://medium.com/scrum-and-coke/rapid-prototype-asp-net-core-rest-api-using-onionapi-template-b10eea295655","2021-01-03","2021-12-25","https://miro.medium.com/v2/resize:fit:640/0*oe9jmJ5r_W0nyHeP"
"Bogus Library for Fake Data In ASP.NET Core WebAPI","https://medium.com/scrum-and-coke/quick-proof-of-concept-asp-net-core-web-api-using-swashbuckle-aspnetcore-and-bogus-19977c84d4a2","2020-12-25","2021-12-25","https://miro.medium.com/v2/resize:fit:640/0*9L38U0dbv8KZvtlT"
"NetCore REST API/Dapper/SQLKata with VS Template KissApi","https://medium.com/scrum-and-coke/rapid-prototype-asp-net-708df7a59a3","2020-11-22","2021-12-16","https://miro.medium.com/v2/resize:fit:640/0*n3szgZtXHGqdBmcS"
"IdentityServer4 Claims-Based Policy WebAPI Security | Tutorial 6","https://medium.com/scrum-and-coke/devkit-webapi-security-tutorial-6-asp-net-claims-based-policy-to-secure-webapi-4f757694db5b","2020-10-21","2021-12-16","https://miro.medium.com/v2/resize:fit:640/0*Ogdry99--_XCyvyC"
"IdentityServer4 Angular SPA authentication | Tutorial 5","https://medium.com/scrum-and-coke/devkit-webapi-security-tutorial-5-set-up-an-angular-spa-and-configure-the-oidc-library-159d145c7434","2020-10-17","2021-12-16","https://miro.medium.com/v2/resize:fit:640/0*pTqvAekiaGkdpdpn"
"IdentityServer4 WebAPI JWT validation against | Tutorial 4","https://medium.com/scrum-and-coke/devkit-webapi-security-tutorial-4-set-up-an-asp-net-fe848265e75c","2020-10-16","2021-12-16","https://miro.medium.com/v2/resize:fit:640/0*AxZecp1GPBj1bsmn"
"IdentityServer4 Setup and Configure Secure Token Service | Tutorial 3","https://medium.com/scrum-and-coke/devkit-webapi-security-tutorial-3-set-up-and-configure-secure-token-service-sts-in-10-minutes-1f7daa44a0e6","2020-10-12","2021-12-16","https://miro.medium.com/v2/resize:fit:640/0*YZ0wh9XtpMS9LWgA"
"IdentityServer4 Register Clients and ApiResources | Tutorial 2","https://medium.com/scrum-and-coke/devkit-webapi-security-tutorial-2-register-clients-and-apiresources-in-sts-via-admin-ui-d3905002f2fb","2020-10-07","2021-12-15","https://miro.medium.com/v2/resize:fit:640/0*KrXduGFRAvIuKds9"
"IdentityServer4 Setup Token Service Admin UI | Tutorial 1","https://medium.com/scrum-and-coke/devkit-webapi-tutorial-1-set-up-secure-token-service-sts-admin-ui-in-10-minutes-61ac4fd50b78","2020-09-28","2021-12-15","https://miro.medium.com/v2/resize:fit:640/0*ImF-ObLGNb4AEfE2"
"IdentityServer4, Admin UI, ASP.NET WebAPI, and Angular Tutorial Series","https://medium.com/scrum-and-coke/devkit-webapi-security-d7a45e34a5cd","2020-09-16","2021-12-15","https://miro.medium.com/v2/resize:fit:640/0*c1YCSq6l_WYr3eIf"
"IdentityServer4 Adding custom properties to User .NET Core 3.1","https://medium.com/scrum-and-coke/identityserver4-adding-custom-properties-to-user-net-core-3-1-87031991b64d","2020-07-19","2021-12-15","https://miro.medium.com/v2/resize:fit:640/0*hTanj1wgCS2wqtp_"